index,mpd_id,structure,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,mean,std,stdp,max,max.std
0,mp-10165,"Full Formula (K2 Al2 Te4)
Reduced Formula: KAlTe2
abc   :   6.978513   7.061534   7.061536
angles:  75.868034  60.388153  60.388164
pbc   :       True       True       True
Sites (8)
  #  SP           a          b         c    magmom
---  ----  --------  ---------  --------  --------
  0  K     0.75      -0         0               -0
  1  K     0.25      -0         0               -0
  2  Al    0.75       0.5       0.5              0
  3  Al    0.25       0.5       0.5              0
  4  Te    0.162614   0.5       0.174773        -0
  5  Te    0.337386   0.825227  0.5             -0
  6  Te    0.662614   0.174773  0.5             -0
  7  Te    0.837386   0.5       0.825227        -0",6.093774795532227,7.112380027770996,5.201826095581055,5.006990432739258,15.916757583618164,5.30558443069458,11.706319808959961,2.716776132583618,11.777925491333008,7.870926088756985,4.285388174056456,0.5444579361732039,15.916757583618164,8.666004984545937
1,mp-10166,"Full Formula (Na2 Al2 Se4)
Reduced Formula: NaAlSe2
abc   :   6.253650   6.253650   6.253650
angles: 104.890984 104.890984 119.080538
pbc   :       True       True       True
Sites (8)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Na    0.75      0.75      -0               -0
  1  Na    0.25      0.25      -0               -0
  2  Al    0.25      0.75       0.5              0
  3  Al    0.75      0.25       0.5              0
  4  Se    0.168331  0.331669   0.5              0
  5  Se    0.668331  0.168331   0.836661         0
  6  Se    0.331669  0.831669   0.163339         0
  7  Se    0.831669  0.668331   0.5              0",9.597610473632812,6.984701633453369,6.325235843658447,4.669063568115234,37.67092514038086,3.1214022636413574,9.887099266052246,10.845331192016602,9.298665046691895,10.93333715862698,10.3534478509006,0.9469613623623766,37.67092514038086,35.67291059238616
2,mp-10167,"Full Formula (Na3 Sb1 S4)
Reduced Formula: Na3SbS4
abc   :   6.206801   6.206801   6.206801
angles: 109.471228 109.471228 109.471208
pbc   :       True       True       True
Sites (8)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Na     0.5        0.5       0                0
  1  Na     0          0.5       0.5              0
  2  Na     0.5        0         0.5              0
  3  Sb     0          0         0                0
  4  S      0          0         0.621885        -0
  5  S      0.378115   0.378115  0.378115        -0
  6  S      0.621885  -0         0               -0
  7  S     -0          0.621885  0               -0",4.811304569244385,5.328375339508057,8.57331657409668,2.9783687591552734,12.742887496948242,4.086143493652344,4.292454242706299,9.726144790649414,22.408401489257812,8.327488528357613,6.164681154379831,0.7402809542621681,22.408401489257812,16.588512837957563
3,mp-10175,"Full Formula (K1 Cd1 F3)
Reduced Formula: KCdF3
abc   :   4.382089   4.382089   4.382089
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  K     -0    -0    -0          -0
  1  Cd     0.5   0.5   0.5        -0
  2  F      0     0.5   0.5         0
  3  F      0.5   0     0.5         0
  4  F      0.5   0.5   0           0",5.567083835601807,8.678211212158203,9.3004732131958,4.014629364013672,9.496631622314453,4.060355186462402,6.896306991577148,5.628109455108643,6.879107475280762,6.724545372856988,2.09682829465444,0.31181710857630546,9.496631622314453,2.9612122136844015
4,mp-10182,"Full Formula (Li1 Zn1 P1)
Reduced Formula: LiZnP
abc   :   4.030526   4.030526   4.030525
angles:  60.000004  60.000003  59.999993
pbc   :       True       True       True
Sites (3)
  #  SP       a     b      c    magmom
---  ----  ----  ----  -----  --------
  0  Li    0.75  0.75   0.75         0
  1  Zn    0.25  0.25   0.25        -0
  2  P     0     0     -0            0",132.359619140625,93.77542877197266,59.01917266845703,68.30999755859375,94.99063110351562,112.74018859863281,141.59254455566406,170.3592987060547,97.48664093017578,107.8481691148546,35.512893272059195,0.3292860097999363,170.3592987060547,56.096933703232196
5,mp-10219,"Full Formula (Y2 O2 F2)
Reduced Formula: YOF
abc   :   3.832269   3.832269   5.446659
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP       a     b         c    magmom
---  ----  ----  ----  --------  --------
  0  Y     0.25  0.25  0.711476         0
  1  Y     0.75  0.75  0.288524         0
  2  O     0.75  0.25  0.5             -0
  3  O     0.25  0.75  0.5             -0
  4  F     0.25  0.75  0                0
  5  F     0.75  0.25  0                0",26.77959632873535,29.83808135986328,25.437149047851562,33.67488098144531,34.50992202758789,34.294368743896484,23.54059410095215,17.8121280670166,30.400938034057617,28.47640652126736,5.6240492577567,0.19749855915128992,34.50992202758789,6.81565987687197
6,mp-10226,"Full Formula (Na1 Y1 S2)
Reduced Formula: NaYS2
abc   :   6.988534   6.988534   6.988534
angles:  33.049763  33.049763  33.049756
pbc   :       True       True       True
Sites (4)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Na    0         0         -0               -0
  1  Y     0.5       0.5        0.5             -0
  2  S     0.757084  0.757084   0.757084         0
  3  S     0.242916  0.242916   0.242916         0",17.625930786132812,8.550532341003418,15.211767196655273,8.573710441589355,20.79080581665039,25.0667724609375,12.539239883422852,21.743043899536133,61.529747009277344,21.292394426133896,16.14349643742781,0.7581813540713663,61.529747009277344,46.6507069031625
7,mp-10250,"Full Formula (Ba1 Li1 F3)
Reduced Formula: BaLiF3
abc   :   3.988582   3.988582   3.988582
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Ba    -0    -0    -0           0
  1  Li     0.5   0.5   0.5         0
  2  F     -0     0.5   0.5         0
  3  F      0.5   0.5  -0           0
  4  F      0.5  -0     0.5         0",13.119497299194336,9.958781242370605,8.758522987365723,7.438882827758789,17.46868133544922,4.548110485076904,6.44142484664917,11.293743133544922,3.6231203079223633,9.183418273925781,4.363748682162116,0.47517694958444656,17.46868133544922,8.300714710241516
8,mp-10251,"Full Formula (Li4 Dy4 O8)
Reduced Formula: LiDyO2
abc   :   6.073866   6.198197   6.311054
angles:  60.328212  90.000000  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.340723  0.299128  0.923441        -0
  1  Li    0.840723  0.700872  0.576559        -0
  2  Li    0.659277  0.700872  0.076559        -0
  3  Li    0.159277  0.299128  0.423441        -0
  4  Dy    0.867715  0.229995  0.026298         0
  5  Dy    0.632285  0.229995  0.526298         0
  6  Dy    0.132285  0.770005  0.973702         0
  7  Dy    0.367715  0.770005  0.473702         0
  8  O     0.606798  0.451328  0.736597        -0
  9  O     0.820751  0.982736  0.857138         0
 10  O     0.106798  0.548672  0.763403        -0
 11  O     0.393202  0.548672  0.263403        -0
 12  O     0.179249  0.017264  0.142862         0
 13  O     0.320751  0.017264  0.642862         0
 14  O     0.679249  0.982736  0.357138         0
 15  O     0.893202  0.451328  0.236597        -0",20.50278663635254,19.508787155151367,17.774974822998047,17.4725341796875,50.69355010986328,21.548904418945312,30.873300552368164,38.22308349609375,36.597633361816406,28.132839414808487,11.65562742795808,0.4143068268403375,50.69355010986328,21.0026838872891
9,mp-10314,[],46.51156234741211,9.160022735595703,75.39901733398438,13.366039276123047,39.4286003112793,65.33052062988281,8.406774520874023,17.60437774658203,28.75887107849121,33.773976220024956,24.68580849813937,0.7309121181740776,75.39901733398438,55.11005546782651
